P,T,gt_mol_frac,gt_wt_frac,gt_vol_frac,Mg,Mn,Fe,Ca
7.923076923076923,324.13793103448273,0.008985937155974856,0.01078962591048914,0.007705469866527661,0.0008273202412067922,0.09903474401972868,0.11948014366613072,0.7806577920729338
8.26923076923077,324.13793103448273,0.010185119635117288,0.012226885874946454,0.0087462786196027,0.0008444514592879767,0.09333561991594791,0.1224399047194587,0.7833800239053054
8.615384615384615,324.13793103448273,0.00968082209026097,0.011628409982540428,0.008320892274104355,0.0008659572967743245,0.0977005607735505,0.125491497325855,0.7759419846038201
8.961538461538462,324.13793103448273,0.009097892175740285,0.010935434992713069,0.007825544647552569,0.0008896631660643674,0.1026700237517579,0.12857136720529277,0.767868945876885
9.307692307692307,324.13793103448273,0.008637855217892258,0.010389710095284792,0.007434711761701751,0.0009099166289462627,0.10748367755870221,0.1323043104093167,0.759302095403035
9.653846153846153,324.13793103448273,0.0083476799578479,0.010046165590026388,0.007190407231573204,0.0009353711391050205,0.1106109793345664,0.13571437078777446,0.7527392787385542
10.0,324.13793103448273,0.013713176525900065,0.01647055138040544,0.01185430205147456,0.000949143609305588,0.0825069740199424,0.13924211811522458,0.7773017642555273
1.0,348.2758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3461538461538463,348.2758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6923076923076923,348.2758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
